Title,Authors,HTML Link,PDF Link,Abstract,Published in,Date of Publication,Page(s),Electronic ISSN,PubMed ID,DOI,DOI Link,Publisher
Competitive Algorithms for Coevolving Both Game Content and AI. A Case Study: Planet Wars,Mariela Nogueira-Collazo; Carlos Cotta Porras; Antonio J. Fernández-Leiva; ; ; ,https://ieeexplore.ieee.org/document/7323804/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7323804,"The classical approach of competitive coevolution (CC) applied in games tries to exploit an arms race between coevolving populations that belong to the same species (or at least to the same biotic niche), namely strategies, rules, tracks for racing, or any other. This paper proposes the coevolution of entities belonging to different realms (namely biotic and abiotic) via a competitive approach. More precisely, we aim to coevolutionarily optimize both virtual players and game content. From a general perspective, our proposal can be viewed as a method of procedural content generation combined with a technique for generating game AI. This approach can not only help game designers in game creation but also generate content personalized to both specific players' profiles and game designer's objectives (e.g., create content that favors novice players over skillful players). As a case study we use Planet Wars, the real-time strategy (RTS) game associated with the 2010 Google AI Challenge contest, and demonstrate (via an empirical study) the validity of our approach.",IEEE Transactions on Computational Intelligence and AI in Games,10 November 2015,325 - 337,,,10.1109/TCIAIG.2015.2499281,https://doi.org/10.1109/TCIAIG.2015.2499281,IEEE
Art Innovation or Plagiarism? Chinese Students’ Attitudes Toward AI Painting Technology and Influencing Factors,Changsheng Wang; ,https://ieeexplore.ieee.org/document/10552736/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10552736,"The increasing integration of artificial intelligence (AI) in art, particularly AI painting technology, has captivated significant attention and sparked debate. However, little is understood about the attitudes of Chinese students toward this technology and the factors influencing their perspectives. This study employed a mixed-methods approach to comprehensively appraise Chinese students’ attitudes toward AI painting technology and the reasons behind these viewpoints. Data was collected from five universities and three high schools in China through questionnaire surveys and semi-structured interviews. Quantitative analysis demonstrated clear trends in students’ attitudes toward AI painting technology, with gender, educational level, and background in art and design identified as significant influencing factors. Specifically, students with higher levels of education demonstrated more favorable attitudes toward AI painting technology. This was evidenced by a strong positive correlation coefficient of 0.644 (p<0.01) between educational attainment and positive perceptions of this technology; whereas, a negative correlation with gender (coefficient of −0.263, p<0.01) indicated a difference in attitudes between male and female students, with males displaying more positive views. Specifically, background in art and design did not appear to significantly affect students’ attitudes, as presented by an insignificant correlation coefficient of −0.048 (p>0.05). In addition, regression analysis, with an R2 value of 0.419, suggests that these variables can account for 41.9% of the variance in student attitudes toward AI painting, emphasizing the significant effect of gender and education level on their perspectives. Qualitative findings further indicated that concerns about copyright ethics, job displacement anxieties, personal values and aesthetic viewpoints, and broader social and environmental implications all affected students’ attitudes toward AI painting technology. These findings offer valuable insights into the attitudes toward AI-generated technologies.",IEEE Access,11 June 2024,85795 - 85805,2169-3536,,10.1109/ACCESS.2024.3412176,https://doi.org/10.1109/ACCESS.2024.3412176,IEEE
Dynamic Game Difficulty Scaling Using Adaptive Behavior-Based AI,Chin Hiong Tan; Kay Chen Tan; Arthur Tay; ; ; ,https://ieeexplore.ieee.org/document/5783334/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5783334,"Games are played by a wide variety of audiences. Different individuals will play with different gaming styles and employ different strategic approaches. This often involves interacting with nonplayer characters that are controlled by the game AI. From a developer's standpoint, it is important to design a game AI that is able to satisfy the variety of players that will interact with the game. Thus, an adaptive game AI that can scale the difficulty of the game according to the proficiency of the player has greater potential to customize a personalized and entertaining game experience compared to a static game AI. In particular, dynamic game difficulty scaling refers to the use of an adaptive game AI that performs game adaptations in real time during the game session. This paper presents two adaptive algorithms that use ideas from reinforcement learning and evolutionary computation to improve player satisfaction by scaling the difficulty of the game AI while the game is being played. The effects of varying the learning and mutation rates are examined and a general rule of thumb for the parameters is proposed. The proposed algorithms are demonstrated to be capable of matching its opponents in terms of mean scores and winning percentages. Both algorithms are able to generalize well to a variety of opponents.",IEEE Transactions on Computational Intelligence and AI in Games,02 June 2011,289 - 301,,,10.1109/TCIAIG.2011.2158434,https://doi.org/10.1109/TCIAIG.2011.2158434,IEEE
A Survey on Approximate Edge AI for Energy Efficient Autonomous Driving Services,Dewant Katare; Diego Perino; Jari Nurmi; Martijn Warnier; Marijn Janssen; Aaron Yi Ding; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10213996/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10213996,"Autonomous driving services depends on active sensing from modules such as camera, LiDAR, radar, and communication units. Traditionally, these modules process the sensed data on high-performance computing units inside the vehicle, which can deploy intelligent algorithms and AI models. The sensors mentioned above can produce large volumes of data, potentially reaching up to 20 Terabytes. This data size is influenced by factors such as the duration of driving, the data rate, and the sensor specifications. Consequently, this substantial amount of data can lead to significant power consumption on the vehicle. Similarly, a substantial amount of data will be exchanged between infrastructure sensors and vehicles for collaborative vehicle applications or fully connected autonomous vehicles. This communication process generates an additional surge of energy consumption. Although the autonomous vehicle domain has seen advancements in sensory technologies, wireless communication, computing and AI/ML algorithms, the challenge still exists in how to apply and integrate these technology innovations to achieve energy efficiency. This survey reviews and compares the connected vehicular applications, vehicular communications, approximation and Edge AI techniques. The focus is on energy efficiency by covering newly proposed approximation and enabling frameworks. To the best of our knowledge, this survey is the first to review the latest approximate Edge AI frameworks and publicly available datasets in energy-efficient autonomous driving. The insights from this survey can benefit the collaborative driving service development on low-power and memory-constrained systems and the energy optimization of autonomous vehicles.",IEEE Communications Surveys & Tutorials,09 August 2023,2714 - 2754,,,10.1109/COMST.2023.3302474,https://doi.org/10.1109/COMST.2023.3302474,IEEE
AI-Bazaar: A Cloud-Edge Computing Power Trading Framework for Ubiquitous AI Services,Xiaoxu Ren; Chao Qiu; Xiaofei Wang; Zhu Han; Ke Xu; Haipeng Yao; Song Guo; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9866794/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9866794,"Driven by the burgeoning growth of the Internet of Everything and the substantial breakthroughs in deep learning (DL) algorithms, a booming of artificial intelligence (AI) applications keep emerging. Meanwhile, the advance in existing computing paradigms, i.e., cloud computing and edge computing, provide assorted computing solutions to satisfy the increasingly high requirements for ubiquitous AI services. Nevertheless, there are some non-trivial issues in the computing frameworks, including the underutilization of computing power, the self-interest of computing-power trading mechanism, and the inefficiency of AI services management. To tackle the above issues, we propose a computing-power trading framework based on blockchain, also named AI-Bazaar. In AI-Bazaar, the AI consumers play multiple roles and feel free to contribute the computing power rented from the computing-power provider (CPP) for blockchain mining and AI services. Accordingly, we formulate the computing trading problem as a Stackelberg game. Based on the win or learn fast principle (WoLF), we design a profit-balanced multi-agent reinforcement learning (PB-MARL) algorithm to search the AI-Bazaar equilibrium, while finding the balanced profits for AI consumers and CPP. Numerical simulations are carried out to demonstrate the satisfactory performance and effectiveness of the proposed framework.",IEEE Transactions on Cloud Computing,25 August 2022,2337 - 2348,,,10.1109/TCC.2022.3201544,https://doi.org/10.1109/TCC.2022.3201544,IEEE
When AI Meets Information Privacy: The Adversarial Role of AI in Data Sharing Scenario,Abdul Majeed; Seong Oun Hwang; ; ,https://ieeexplore.ieee.org/document/10190078/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10190078,"Artificial intelligence (AI) is a transformative technology with a substantial number of practical applications in commercial sectors such as healthcare, finance, aviation, and smart cities. AI also has strong synergy with the information privacy (IP) domain from two distinct aspects: as a protection tool (i.e., safeguarding privacy), and as a threat tool (i.e., compromising privacy). In the former case, AI techniques are amalgamated with the traditional anonymization techniques to improve various key components of the anonymity process, and therefore, privacy is safeguarded effectively. In the latter case, some adversarial knowledge is aggregated with the help of AI techniques and subsequently used to compromise the privacy of individuals. To the best of our knowledge, threats posed by AI-generated knowledge such as synthetic data (SD) to information privacy are often underestimated, and most of the existing anonymization methods do not consider/model this SD-based knowledge that can be available to the adversary, leading to privacy breaches in some cases. In this paper, we highlight the role of AI as a threat tool (i.e., AI used to compromise an individual’s privacy), with a special focus on SD that can serve as background knowledge leading to various kinds of privacy breaches. For instance, SD can encompass pertinent information (e.g., total # of attributes in data, distributions of sensitive information, category values of each attribute, minor and major values of some attributes, etc.) about real data that can offer a helpful hint to the adversary regarding the composition of anonymized data, that can subsequently lead to uncovering the identity or private information. We perform reasonable experiments on a real-life benchmark dataset to prove the pitfalls of AI in the data publishing scenario (when a database is either fully or partially released to public domains for conducting analytics).",IEEE Access,21 July 2023,76177 - 76195,2169-3536,,10.1109/ACCESS.2023.3297646,https://doi.org/10.1109/ACCESS.2023.3297646,IEEE
Empowering Glioma Prognosis With Transparent Machine Learning and Interpretative Insights Using Explainable AI,Anisha Palkar; Cifha Crecil Dias; Krishnaraj Chadaga; Niranjana Sampathila; ; ; ; ,https://ieeexplore.ieee.org/document/10445227/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10445227,"The primary objective of this research is to create a reliable technique to determine whether a patient has glioma, a specific kind of brain tumour, by examining various diagnostic markers, using a variety of machine learning as well as deep learning approaches, and involving XAI (explainable artificial intelligence) methods. Through the integration of patient data, including medical records, genetic profiles, algorithms using machine learning have the ability to predict how each individual will react to different medical interventions. To guarantee regulatory compliance and inspire confidence in AI-driven healthcare solutions, XAI is incorporated. Machine learning methods employed in this study includes Random Forest, decision trees, logistic regression, KNN, Adaboost, SVM, Catboost, LGBM classifier, and Xgboost whereas the deep learning methods include ANN and CNN. Four alternative XAI strategies, including SHAP, Eli5, LIME, and QLattice algorithm, are employed to comprehend the predictions of the model. The Xgboost, a ML model achieved accuracy, precision, recall, f1 score, and AUC of 88%, 82%, 94%, 88%, and 92%, respectively. The best characteristics according to XAI techniques are IDH1, Age at diagnosis, PIK3CA, ATRX, PTEN, CIC, EGFR and TP53. By applying data analytic techniques, the objective is to provide healthcare professionals with practical tool that enhances their capacity for decision-making, enhances resource management, and ultimately raises the bar for patient care. Medical experts can customise treatments and improve patient outcomes by taking into account patient’s particular characteristics. XAI provides justifications to foster faith amongst patients and medical professionals who must rely on AI-assisted diagnosis and treatment recommendations.",IEEE Access,26 February 2024,31697 - 31718,2169-3536,,10.1109/ACCESS.2024.3370238,https://doi.org/10.1109/ACCESS.2024.3370238,IEEE
Low-Power Scalable TSPI: A Modular Off-Chip Network for Edge AI Accelerators,Seunghyun Park; Daejin Park; ; ,https://ieeexplore.ieee.org/document/10689577/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10689577,"In this paper, we present a novel off-chip network architecture, the Tile Serial Peripheral Interface (TSPI), designed for low-power, scalable edge AI accelerators. Our approach modifies the conventional SPI to support a modular network structure that facilitates the scalable connection of multiple accelerators. The TSPI network employs a subset mapping algorithm for efficient routing and integrates the message passing interface (MPI) protocol to ensure rapid data distribution and aggregation. This modular architecture significantly reduces power consumption and improves processing speed. Experimental results demonstrate that our proposed TSPI network achieves a 54.7% reduction in power consumption and an 82.3% decrease in switching power compared to traditional SPI networks, along with a 23% increase in processing speed when utilizing 16 nodes. These advancements make the TSPI network an effective solution for enhancing AI performance in edge computing environments.",IEEE Access,24 September 2024,141448 - 141459,2169-3536,,10.1109/ACCESS.2024.3466965,https://doi.org/10.1109/ACCESS.2024.3466965,IEEE
XAI-VSDoA: An Explainable AI-Based Scheme Using Vital Signs to Assess Depth of Anesthesia,Neeraj Kumar Sharma; Sakeena Shahid; Subodh Kumar; Sanjeev Sharma; Naveen Kumar; Tanya Gupta; Rakesh Kumar Gupta; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10646331/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10646331,"Administration of anesthesia is essential in surgical procedures, ensuring patient unconsciousness and safety. Traditional Depth of Anesthesia (DoA) assessment methods rely heavily on the clinical expertise of anesthesiologists and patient physiological responses, which can vary widely due to age, weight, and ethnicity. This variability poses significant challenges in maintaining appropriate anesthesia levels and making timely decisions in critical situations. To address these challenges, we propose XAI-VSDoA, an explainable AI model using vital signs designed to augment DoA assessment by providing accurate predictions and interpretable insights. In this work, we experimented with various machine learning classifiers, including XGBoost, CatBoost, LightGBM, Random Forest, ResNet, and Feed-forward Neural Networks. Among these, the XGBoost model achieved the highest accuracy, with 99.34% on the University of Queensland dataset and 93.07% on the VitalDB dataset. Statistical testing confirmed that XGBoost outperformed the other models. We employed explainable AI techniques such as LIME and SHAP to identify the top 10 features significantly influencing the model’s predictions, ensuring the model’s transparency and reliability. These methods consistently highlighted the same influential features, reinforcing the model’s interpretability. Our proposed scheme demonstrated exceptional performance using numeric vital signs, with XAI techniques validating the key features. This interpretability boosts confidence in the model, enhancing its utility to augument and support the clininal observations of anethesiologiss in anesthesia management. Our findings underscore the potential of XAI-VSDoA as a valuable tool for clinical use, enhancing patient safety and decision-making in anesthesia.",IEEE Access,26 August 2024,119185 - 119206,2169-3536,,10.1109/ACCESS.2024.3449704,https://doi.org/10.1109/ACCESS.2024.3449704,IEEE
Analog Multiply-Accumulate Cell With Multi-Bit Resolution for All-Analog AI Inference Accelerators,Raphael Nägele; Jakob Finkbeiner; Valentin Stadtlander; Markus Grözing; Manfred Berroth; ; ; ; ; ,https://ieeexplore.ieee.org/document/10114059/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10114059,"Mixed-signal AI accelerators offer the possibility of higher energy efficiency for moderate resolution computations compared to their digital counterparts. All-analog implementations, where all operations are performed in the analog domain, can further improve this energy advantage. An energy efficient multiply-accumulate cell for all-analog neural layer processing macros is presented. The proposed analog two-quadrant multiplier circuit consists of two complementary MOSFETs where the pulse width modulated input activation is applied to the gates and the weight signal to the isolated back-gate. The analog multi-bit resolution weight is dynamically stored on a memory capacitor. The multiply-accumulate operation result is represented by charge accumulated on a summation line and drawn from or put onto a computation capacitance. Simulation results based on a 22 nm FD-SOI CMOS technology show that the cell consumes about 0.67 fJ for a circuit-level multiply-accumulate operation. An area efficiency of 166\times 10^{12} MAC/s/mm2 is achieved.",IEEE Transactions on Circuits and Systems I: Regular Papers,02 May 2023,3509 - 3521,,,10.1109/TCSI.2023.3268728,https://doi.org/10.1109/TCSI.2023.3268728,IEEE
Generative AI for Physical Layer Communications: A Survey,Nguyen Van Huynh; Jiacheng Wang; Hongyang Du; Dinh Thai Hoang; Dusit Niyato; Diep N. Nguyen; Dong In Kim; Khaled B. Letaief; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10490142/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10490142,"The recent evolution of generative artificial intelligence (GAI) leads to the emergence of groundbreaking applications such as ChatGPT, which not only enhances the efficiency of digital content production, such as text, audio, video, or even network traffic data, but also enriches its diversity. Beyond digital content creation, GAI’s capability in analyzing complex data distributions offers great potential for wireless communications, particularly amidst a rapid expansion of new physical layer communication technologies. For example, the diffusion model can learn input signal distributions and use them to improve the channel estimation accuracy, while the variational autoencoder can model channel distribution and infer latent variables for blind channel equalization. Therefore, this paper presents a comprehensive investigation of GAI’s applications for communications at the physical layer, ranging from traditional issues, including signal classification, channel estimation, and equalization, to emerging topics, such as intelligent reflecting surfaces and joint source channel coding. We also compare GAI-enabled physical layer communications with those supported by traditional AI, highlighting GAI’s inherent capabilities and unique contributions in these areas. Finally, the paper discusses open issues and proposes several future research directions, laying a foundation for further exploration and advancement of GAI in physical layer communications.",IEEE Transactions on Cognitive Communications and Networking,03 April 2024,706 - 728,,,10.1109/TCCN.2024.3384500,https://doi.org/10.1109/TCCN.2024.3384500,IEEE
Comparing the Ideation Quality of Humans With Generative Artificial Intelligence,Jan Joosten; Volker Bilgram; Alexander Hahn; Dirk Totzek; ; ; ; ,https://ieeexplore.ieee.org/document/10398283/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10398283,"Traditionally, ideating new product innovations is primarily the responsibility of marketers, engineers, and designers. However, a rapidly growing interest lies in leveraging generative artificial intelligence (AI) to brainstorm new product and service ideas. This study conducts a comparative analysis of ideas generated by human professionals and an AI system. The results of a blind expert evaluation show that AI-generated ideas score significantly higher in novelty and customer benefit, while their feasibility scores are similar to those of human ideas. Overall, AI-generated ideas comprise the majority of the top-performing ideas, while human-generated ideas scored lower than expected. The executive's emotional and cognitive reactions were measured during the evaluation to check for potential biases and showed no differences between the idea groups. These findings suggest that, under certain circumstances, companies can benefit from integrating generative AI into their traditional idea-generation processes.",IEEE Engineering Management Review,12 January 2024,153 - 164,,,10.1109/EMR.2024.3353338,https://doi.org/10.1109/EMR.2024.3353338,IEEE
The Different Faces of AI Ethics Across the World: A Principle-to-Practice Gap Analysis,Lionel Nganyewou Tidjon; Foutse Khomh; ; ,https://ieeexplore.ieee.org/document/9964285/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9964285,"Impact Statement:
The effective practical guidance of ethics in AI is the current concern of governments, national, and international organizations. However, the complexity of ethical AI principles and their context-dependency means that current practical guidances do not capture well their abstraction, leading to gaps. The work analyzes these gaps, their root causes, and formulates recommendations for their mitigation. Governments, national, and international organisations can leverage the results of this work to guide their AI initiatives, conduct ethical AI practical guidances adapted to their context, and prevent gaps in the practical guidances of ethical AI principles.",IEEE Transactions on Artificial Intelligence,28 November 2022,820 - 839,2691-4581,,10.1109/TAI.2022.3225132,https://doi.org/10.1109/TAI.2022.3225132,IEEE
STRAIT: Self-Test and Self-Recovery for AI Accelerator,Hayoung Lee; Jihye Kim; Jongho Park; Sungho Kang; ; ; ; ,https://ieeexplore.ieee.org/document/10016640/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10016640,"As the demand for data-intensive analytics has increased with the rapid advance in artificial intelligence (AI), various AI accelerators have been proposed. However, as AI-based solutions have been adapted to applications requiring accuracy and reliability, the reliability of them has become a critical issue. For this reason, self-test and self-recovery for AI accelerator (STRAIT) is proposed in this article. It facilitates self-test, self-diagnosis, and self-recovery by utilizing the structural and operational characteristics of systolic array in AI accelerator. The proposed self-test is progressed using scan chains composed of functional paths and can achieve a 100% test coverage (for both stuck-at and transition-delay faults) with a small number of test patterns and reduced test power. The proposed self-diagnosis is progressed with the proposed self-test in real time and allows accurate fault localization with fault type analysis. The proposed self-recovery is progressed using efficient pruning for faulty processing elements with weight allocation, and the reliability of AI accelerators can drastically increase with negligible performance degradation. However, STRAIT can be implemented with a small area overhead.",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,13 January 2023,3092 - 3104,,,10.1109/TCAD.2023.3236875,https://doi.org/10.1109/TCAD.2023.3236875,IEEE
Eco-Friendly Low Resource Security Surveillance Framework Toward Green AI Digital Twin,Hyunbum Kim; Jalel Ben-Othman; ; ,https://ieeexplore.ieee.org/document/9932580/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9932580,"Most intelligent systems focused on how to improve performance including accuracy, processing speed with a massive number of data sets and those performance-biased intelligent systems, Red AI systems, have been applied to digital twin in smart cities. On the other hand, it is highly reasonable to consider Green AI features covering environmental, economic, social costs for advanced digital twin services. In this letter, we propose eco-friendly low resource security surveillance toward Green AI-enabled digital twin service, which provides eco-friendly security by the active participation of low resource devices. And, we formally define a problem whose objective is to maximize the participation of low source or reusable devices such that reusable surveillance borders are created within security district. Also, a dense sub-district with low resource devices priority completion scheme is proposed to resolve the problem. Then, the devised method is performed by expanded simulations and the achieved result is evaluated with demonstrated discussions.",IEEE Communications Letters,28 October 2022,377 - 380,,,10.1109/LCOMM.2022.3218050,https://doi.org/10.1109/LCOMM.2022.3218050,IEEE
Editorial of Special Issue on AI for Health and Ageless Aging,Xuejiao Zhao; ,https://ieeexplore.ieee.org/document/10530644/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10530644,"Artificial Intelligence (AI) is increasingly being applied in the health and aging domain in recent decades. These interdisciplinary research efforts and the application of AI technologies offer potential solutions for improving healthcare, ageless aging, medicinal development, etc. These applications simplify the lives of seniors, patients, doctors, caregivers, etc., significantly by performing tasks that are typically done by humans, but in less time and at a fraction of the cost [1–3] .",International Journal of Crowd Science,14 May 2024,i - ii,2398-7294,,10.26599/IJCS.2024.9100009,https://doi.org/10.26599/IJCS.2024.9100009,TUP
Application of Dynamic Deformable Attention in Bird’s-Eye-View Detection,Weihao Gu; Rui Ai; Jinlong Liu; Lili Fan; Dongpu Cao; Kai Zhang; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9905705/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9905705,"Recently, the performance improvement of BEV visual detection task has benefited from the extensive use of deformable attention. Deformable attention can easily transfer the features of the image space to the BEV space through the cross-attention mechanism. Compared with the global attention mechanism, when the feature resolution of the graph is larger, the computational consumption of deformable attention will be much smaller, so it can support larger Bird’s-Eye-View (BEV) feature resolution. However, there are also shortcomings such as a small receptive field and insufficient information exchange. We propose a deformable attention mechanism for dynamic reference points. This module is to accumulate the reference points of each cross-attention layer on the basis of the previous layer, thereby effectively expanding the perceptual field of BEV features for querying in the image space. Extensive experiments on the nuScenes benchmark demonstrate the effectiveness of our method.",IEEE Journal of Radio Frequency Identification,29 September 2022,886 - 890,,,10.1109/JRFID.2022.3210696,https://doi.org/10.1109/JRFID.2022.3210696,IEEE
OPO-FCM: A Computational Affection Based OCC-PAD-OCEAN Federation Cognitive Modeling Approach,Feng Liu; Han-Yang Wang; Si-Yuan Shen; Xun Jia; Jing-Yi Hu; Jia-Hao Zhang; Xi-Yi Wang; Ying Lei; Ai-Min Zhou; Jia-Yin Qi; Zhi-Bin Li; ; ; ; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/9868797/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9868797,"In recent years, it is a difficult issue to integrate the deep cross-fertilization and interpretable cognitive modeling methods from the basic theory of emotional psychology with deep learning and other algorithms. To address this problem, a cognitive model that integrates the VGG-facial action coding system (FACS)-OCC model based on fer2013 expression features and the OCC-pleasure-arousal-dominance (PAD)-openness, conscientiousness, extraversion, agreeableness, and neuroticism (OCEAN) fusion of the basic theory of emotional psychology, namely, a computational affection-based OCC-PAD-OCEAN federation cognitive modeling (OPO-FCM), is constructed. By constructing this model and performing formal proof algorithms, it is shown that the OPO-FCM can acquire expression features in video streams, complete the acquisition of expression features in videos by training a deep neural network, map expressions to the PAD emotion space through the established expression–basic emotions–emotion space mapping relationship, and finally complete the mapping of the average emotion over a period time. The information of personality space is obtained through it. Finally, the experimental simulation of the model is conducted, and the results show that the average accuracy of the valid tested personalities is 79.56%. This article takes the knowledge-driven approach of emotional psychology as a starting point and combines deep learning techniques to construct interpretable cognitive models, thus providing new ideas for future cross-innovation between computer technology and psychology theory.",IEEE Transactions on Computational Social Systems,26 August 2022,1813 - 1825,,,10.1109/TCSS.2022.3199119,https://doi.org/10.1109/TCSS.2022.3199119,IEEE
"Explainable Predictive Maintenance of Rotating Machines Using LIME, SHAP, PDP, ICE",Shreyas Gawde; Shruti Patil; Satish Kumar; Pooja Kamat; Ketan Kotecha; Sultan Alfarhood; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10440027/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10440027,"Artificial Intelligence (AI) is a key component in Industry 4.0. Rotating machines are critical components in manufacturing industries. In the vast world of Industry 4.0, where an IoT network acts as a monitoring and decision-making system, predictive maintenance is quickly gaining importance. Predictive maintenance is a method that uses AI to handle potential problems before they cause breakdowns in operations, processes or systems. However, there is a significant issue with the AI models’ (also known as “black boxes”) inability to explain their decisions. This interpretability is vital for making maintenance decisions and validating the model’s reliability, leading to improved trust and acceptance of AI-driven predictive maintenance strategies. Explainable AI is the solution because it provides human-understandable insights into how the AI model arrives at its predictions. In this regard, the paper presents Explainable AI-based predictive maintenance of Industrial rotating machines. The proposed approach unfolds in four comprehensive stages: 1) Multi-sensor based multi-fault (5 different fault classes) data acquisition; 2) frequency-domain statistical feature extraction; and c) comparison of results for multiple AI algorithms, and d) XAI integration using “Local Interpretable Model Agnostic Explanation (LIME)”, “SHapley Additive exPlanation (SHAP)”, “Partial Dependence Plot (PDP)” and “Individual Conditional Expectation (ICE)” to interpret the results.",IEEE Access,19 February 2024,29345 - 29361,2169-3536,,10.1109/ACCESS.2024.3367110,https://doi.org/10.1109/ACCESS.2024.3367110,IEEE
XAI-ADS: An Explainable Artificial Intelligence Framework for Enhancing Anomaly Detection in Autonomous Driving Systems,Sazid Nazat; Lingxi Li; Mustafa Abdallah; ; ; ,https://ieeexplore.ieee.org/document/10486915/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10486915,"The advent of autonomous driving systems has given rise to pressing cybersecurity issues regarding the vulnerability of vehicular ad hoc networks (VANETs) to potential attacks. This critical security problem necessitates the application of artificial intelligence (AI) models for anomaly detection in VANETs of autonomous vehicles (AVs). However, the lack of explainability of such AI-based anomaly detection models presents challenges. This motivates an emerging research direction of utilizing explainable AI (XAI) techniques to elucidate the behaviors of anomaly detection models in AV networks. In this work, we propose an end-to-end XAI framework to interpret and visualize the anomaly detection classifications made by AI models securing VANETs. We evaluate the framework on two real-world autonomous driving datasets. The framework furnishes both global and local explanations for the black-box AI models using two XAI methods. Moreover, we introduce two novel feature selection techniques to identify the salient features contributing to anomaly detection, derived from the popular SHAP XAI method and the accuracy of six different black-box AI models. We compare our proposed feature selection approaches with six state-of-the-art feature selection techniques (including two wrapper-based feature selection methods), demonstrating superior performance on various evaluation metrics. To generalize the impact of our feature selection methods, we apply three independent classifiers to evaluate our proposed feature selection approaches. The novel feature selection methods effectively distill the most explanatory features, enhancing model interpretability. Finally, we assess the efficiency (how quickly the XAI models can yield explanatory findings) for each of the six black-box AI models we employed on our two datasets, identifying the most efficient model. By furnishing explanations and visualizations of anomaly detection by AI models, our XAI framework can help in enabling trust and...",IEEE Access,02 April 2024,48583 - 48607,2169-3536,,10.1109/ACCESS.2024.3383431,https://doi.org/10.1109/ACCESS.2024.3383431,IEEE
Design and Performance Analysis of a Bioelectronic Controlled Hybrid Serial-Parallel Wrist Exoskeleton,Xueze Zhang; Minjie Wang; Hongbo Wang; Fuhao Wang; Li Chen; Wei Mu; Junkongshuai Wang; Xiaoyang Kang; ; ; ; ; ; ; ; ,https://ieeexplore.ieee.org/document/10145484/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10145484,"Wrist exoskeletons are increasingly being used in the rehabilitation of stroke and hand dysfunction because of its ability to assist patients in high intensity, repetitive, targeted and interactive rehabilitation training. However, the existing wrist exoskeletons cannot effectively replace the work of therapist and improve hand function, mainly because the existing exoskeletons cannot assist patients to perform natural hand movement covering the entire physiological motor space (PMS). Here, we present a bioelectronic controlled hybrid serial-parallel wrist exoskeleton HrWr-ExoSkeleton (HrWE) which is based on the PMS design guidance, the gear set can carry out forearm pronation/supination (P/S) and the 2-DoF parallel configuration fixed on the gear set can carry out wrist flexion/extension (F/E) and radial/ulnar deviation (R/U). This special configuration not only provides enough range of motion (RoM) for rehabilitation training (85F/85E, 55R/55U, and 90P/90S), but also makes it easier to provide the interface for finger exoskeletons and be adapted to upper limb exoskeletons. In addition, to further improve the rehabilitation effect, we propose a HrWE-assisted active rehabilitation training platform based on surface electromyography signals.",IEEE Transactions on Neural Systems and Rehabilitation Engineering,07 June 2023,2665 - 2675,,37285244,10.1109/TNSRE.2023.3283603,https://doi.org/10.1109/TNSRE.2023.3283603,IEEE
