_id,title,keywords[0],keywords[1],keywords[2],keywords[3],keywords[4],keywords[5],keywords[6],authors[0],authors[1],authors[2],authors[3],authors[4],authors[5],authors[6],universeties[0],universeties[1],universeties[2],universeties[3],universeties[4],universeties[5],universeties[6],countries[0],countries[1],countries[2],countries[3],countries[4],countries[5],countries[6],year,month,journal,doi,issn,quartile,_class
655b45ad0820517421a14d0f,Consortium Blockchain for Secure Resource Sharing in Vehicular Edge Computing: A Contract-Based Approach, Blockchain, Resource management, Task analysis, Edge computing, Delays, Security, Contracts,Siming Wang,Dongdong Ye,Xumin Huang,Rong Yu,Yongjian Wang,Yan Zhang,,"National Computer Network Emergency Response Technical Team/Coordination Center of China, Beijing, China","Department of Informatics, University of Oslo, Norway","School of Automation, Guangdong University of Technology, Guangzhou, China",,,,,Norway,China,,,,,,2020,June,IEEE,10.1109/TNSE.2020.3004475,2327-4697,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b45d90820517421a14d10,A Privacy-Aware PUFs-Based Multiserver Authentication Protocol in Cloud-Edge IoT Systems Using Blockchain, Protocols, Authentication, Security, Servers, Blockchain, Smart devices, Physical unclonable function,Yan Zhang,Bing Li,Bo Liu,Yuanyuan Hu,Haipeng Zheng,,,"School of Cyber Science and Engineering, Shenzhen Research Institute, and Advanced Cloud-System Research Center, Southeast University, Nanjing, China","College of Software Engineering and Shenzhen Research Institute, Southeast University, Nanjing, China","School of Computer Science, University of Technology Sydney, Ultimo, NSW, Australia","School of Microelectronics, School of Cyber Science and Engineering, Shenzhen Research Institute, and Advanced Cloud-System Research Center, Southeast University, Nanjing, China",,,,China,Australia,,,,,,2021,March,IEEE,10.1109/JIOT.2021.3068410,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b45f70820517421a14d11,Blockchain-Based Privacy-Preserving Driver Monitoring for MaaS in the Vehicular IoT, Vehicles, Blockchain, History, Privacy, Data aggregation, Computational complexity, Monitoring,Qinglei Kong,Rongxing Lu,Feng Yin,Shuguang Cui,,,,"Future Network of Intelligence Institute (FNii), Shenzhen Research Institute of Big Data, and the Chinese University of Hong Kong, Shenzhen, China","Faculty of Computer Science, University of New Brunswick, Fredericton, NB, Canada","Future Network of Intelligence Institute (FNii), the Chinese University of Hong Kong, Shenzhen, China",,,,,Canada,China,,,,,,2021,March,IEEE,10.1109/TVT.2021.3064834,1939-9359,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b46170820517421a14d12,On Performance of PBFT Blockchain Consensus Algorithm for IoT-Applications With Constrained Devices, Blockchain, Consensus algorithm, Peer-to-peer computing, Internet of Things, Authentication, Fault tolerant systems, Fault tolerance,Yaroslav Meshcheryakov,Anna Melman,Oleg Evsutin,Vladimir Morozov,Yevgeni Koucheryavy,,,"Unit of Electrical Engineering, Tampere University, Tampere, Finland","Department of Cyber-Physical Systems Information Security, HSE University, Moscow, Russia","Department of Complex Information Security of Computer Systems, Tomsk State University of Control Systems and Radioelectronics, Tomsk, Russia",,,,,Finland,Russia,,,,,,2021,June,IEEE,10.1109/ACCESS.2021.3085405,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b46340820517421a14d13,From Technology to Society: An Overview of Blockchain-Based DAO, Blockchains, Security, Organizations, Bitcoin, Databases, Fault tolerant systems, Computer hacking,Lu Liu,Sicong Zhou,Huawei Huang,Zibin Zheng,,,,"School of Computer Science and Engineering, Sun Yat-Sen University, Guangzhou, China",,,,,,,China,,,,,,,2021,April,IEEE,10.1109/OJCS.2021.3072661,2644-1268,,ma.ac.fstt.scrapingwithselenium.models.Article
655b46640820517421a14d14,ATM: An Active-Detection Trust Mechanism for VANETs Based on Blockchain, Servers, Trust management, Blockchain, Routing, Computational modeling, Security, Satellites,Fuliang Li,Zhenbei Guo,Changsheng Zhang,Weichao Li,Yi Wang,,,"School of Computer Science and Engineering, Northeastern University, Shenyang, China","Institute of Future Networks, Southern University of Science and Technology, Shenzhen, China",,,,,,China,,,,,,,2021,January,IEEE,10.1109/TVT.2021.3050007,1939-9359,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b468b0820517421a14d15,COVID-19 Contact Tracing Using Blockchain, COVID-19, Blockchain, Servers, Privacy, Testing, Smart contracts, Security,Haya R. Hasan,Khaled Salah,Raja Jayaraman,Ibrar Yaqoob,Mohammed Omar,Samer Ellahham,,"Heart and Vascular Institute, Cleveland Clinic Abu Dhabi, Abu Dhabi, United Arab Emirates","Department of Industrial and Systems Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates",,,,,United Arab Emirates,,,,,,,2021,April,IEEE,10.1109/ACCESS.2021.3074753,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b46aa0820517421a14d16,Blockchain-Based Secure and Cooperative Private Charging Pile Sharing Services for Vehicular Networks, Blockchains, Electric vehicle charging, Games, Electronic mail, Costs, Vehicle-to-grid, Real-time systems,Yuntao Wang,Zhou Su,Jiliang Li,Ning Zhang,Kuan Zhang,Kim-Kwang Raymond Choo,Yiliang Liu,"Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada","Department of Information Systems and Cyber Security, University of Texas at San Antonio,, San Antonio, TX, USA","Electrical and Computer Engineering Department, University of Nebraska-Lincoln, Lincoln, NE, USA","School of Cyber Science and Engineering, Xi’an Jiaotong University, Xi’an, China",,,,Canada,USA,China,,,,,2021,December,IEEE,10.1109/TVT.2021.3131744,1939-9359,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b46c70820517421a14d17,Credit-Based Peer-to-Peer Electricity Trading in Energy Blockchain Environment, Power markets, Blockchains, Costs, Peer-to-peer computing, Regulators, Power system stability, Renewable energy sources,Kaile Zhou,Jie Chong,Xinhui Lu,Shanlin Yang,,,,"School of Management, Hefei University of Technology, Hefei, China",,,,,,,China,,,,,,,2021,September,IEEE,10.1109/TSG.2021.3111181,1949-3061,,ma.ac.fstt.scrapingwithselenium.models.Article
655b46ea0820517421a14d18,Digital Twin Consensus for Blockchain-Enabled Intelligent Transportation Systems in Smart Cities, Blockchains, Smart cities, Security, Digital twin, Servers, Reliability, Sensors,Siyi Liao,Jun Wu,Ali Kashif Bashir,Wu Yang,Jianhua Li,Usman Tariq,,"Information Security Research Center, Harbin Engineering University, Harbin, China","Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K.","Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, Al-Kharj, Saudi Arabia",,,,Saudi Arabia,China,United Kingdom,,,,,2021,December,IEEE,10.1109/TITS.2021.3134002,1558-0016,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47070820517421a14d19,Fog Computing and Blockchain-Based Security Service Architecture for 5G Industrial IoT-Enabled Cloud Manufacturing, Manufacturing, Security, Cloud computing, Blockchains, Elliptic curves, Industrial Internet of Things, Computer architecture,Tharaka Hewa,An Braeken,Madhusanka Liyanage,Mika Ylianttila,,,,"Center for Wireless Communications, University of Oulu, Oulu, Finland","Vrije Universiteit Brussel, Brussels, Belgium","School of Computer Science, University College Dublin, Dublin 4, Ireland",,,,,Belgium,Ireland,Finland,,,,,2022,January,IEEE,10.1109/TII.2022.3140792,1941-0050,,ma.ac.fstt.scrapingwithselenium.models.Article
655b47260820517421a14d1a,Practical Modeling and Analysis of Blockchain Radio Access Network, Blockchain, Analytical models, Security, Wireless communication, Smart contracts, Prototypes,,Xintong Ling,Yuwei Le,Jiaheng Wang,Zhi Ding,Xiqi Gao,,,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China","Department of Electrical and Computer Engineering, University of California, Davis, CA, USA",,,,,,USA,China,,,,,,2020,October,IEEE,10.1109/TCOMM.2020.3029779,1558-0857,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47570820517421a14d1b,BDEdge: Blockchain and Deep-Learning for Secure Edge-Envisioned Green CAVs, Green products, Blockchains, Servers, Security, Image edge detection, Intrusion detection, Computational modeling,Prabhat Kumar,Randhir Kumar,Govind P. Gupta,Rakesh Tripathi,,,,"Department of Information Technology, National Institute of Technology at Raipur, Raipur, India",,,,,,,India,,,,,,,2022,April,IEEE,10.1109/TGCN.2022.3165692,2473-2400,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47740820517421a14d1c,"Machine Learning on Cloud With Blockchain: A Secure, Verifiable and Fair Approach to Outsource the Linear Regression", Cloud computing, Outsourcing, Blockchains, Linear regression, Smart contracts, Machine learning, Servers,Hanlin Zhang,Peng Gao,Jia Yu,Jie Lin,Neal N. Xiong,,,"College of Computer Science and Technology, Qingdao University, Qingdao, China","Department of Mathematics and Computer Science, Northeastern State University, Tahlequah, OK, USA","School of Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, China",,,,,USA,China,,,,,,2021,September,IEEE,10.1109/TNSE.2021.3110101,2327-4697,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47910820517421a14d1d,Anonymous Authentication on Trust in Blockchain-Based Mobile Crowdsourcing, Privacy, Authentication, Blockchain, Smart contracts, Internet of Things, Crowdsourcing,,Wei Feng,Zheng Yan,Laurence T. Yang,Qinghua Zheng,,,,"State Key Laboratory on Integrated Services Networks, School of Cyber Engineering, Xidian University, Xi’an, China","Department of Computer Science, St. Francis Xavier University, Antigonish, NS, Canada","School of Computer Science and Engineering, Xi’an Jiaotong University, Xi’an, China",,,,,Canada,China,,,,,,2020,August,IEEE,10.1109/JIOT.2020.3018878,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47b80820517421a14d1e,PRVB: Achieving Privacy-Preserving and Reliable Vehicular Crowdsensing via Blockchain Oracle, Crowdsensing, Blockchain, Data aggregation, Reliability, Data privacy, Sensors, Cryptography,Can Zhang,Liehuang Zhu,Chang Xu,Kashif Sharif,,,,"School of Computer Science and Technology at Beijing Institute of Technology, Beijing, China","School of Cyberspace Science and Technology at Beijing Institute of Technology, Beijing, China",,,,,,China,,,,,,,2020,December,IEEE,10.1109/TVT.2020.3046027,1939-9359,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47e10820517421a14d1f,A Blockchain-Based Mutual Authentication Scheme for Collaborative Edge Computing, Authentication, Internet of Things, Servers, Edge computing, Blockchain, Cryptography, Security,Guanjie Cheng,Yan Chen,Shuiguang Deng,Honghao Gao,Jianwei Yin,,,"School of Computer Engineering and Science, Shanghai University, Shanghai, China","College of Computer Science and Technology, Zhejiang University, Hangzhou, China",,,,,,China,,,,,,,2021,March,IEEE,10.1109/TCSS.2021.3056540,2329-924X,Q3,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b47ff0820517421a14d20,A Data Set Accuracy Weighted Random Forest Algorithm for IoT Fault Detection Based on Edge Computing and Blockchain, Logic gates, Internet of Things, Blockchain, Fault detection, Cloud computing, Image edge detection, Distributed databases,Wenbo Zhang,Jiaxing Wang,Guangjie Han,Shuqiang Huang,Yongxin Feng,Lei Shu,,"School of Information Science and Engineering, Shenyang Ligong University, Shenyang, China","College of Engineering, Nanjing Agricultural University, Nanjing, China","Department of Information and Communication Systems, Hohai University, Nanjing, China","Department of Optoelectronic Engineering, College of Science and Engineering, Jinan University, Guangzhou, China",,,,China,,,,,,,2020,December,IEEE,10.1109/JIOT.2020.3044934,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48240820517421a14d21,Secure and Efficient Blockchain-Assisted Authentication for Edge-Integrated Internet-of-Vehicles, Authentication, Servers, Blockchains, Security, Privacy, Cloud computing, Delays,Meng Shen,Hao Lu,Fei Wang,Huisen Liu,Liehuang Zhu,,,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China","School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China","School of Computer Science, Beijing Institute of Technology, Beijing, China",,,,,China,,,,,,,2022,July,IEEE,10.1109/TVT.2022.3194008,1939-9359,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48470820517421a14d22,DSMAC: Privacy-Aware Decentralized Self-Management of Data Access Control Based on Blockchain for Health Data, Access control, Blockchains, Medical services, Data privacy, Security, Privacy, Smart contracts,Hafida Saidi,Nabila Labraoui,Ado Adamou Abba Ari,Leandros A. Maglaras,Joel Herve Mboussam Emati,,,"STIC Laboratory, University of Abou Bekr Belkaid, Tlemcen, Algeria","School of Computer Science and Informatics, De Montfort University, Leicester, U.K.","Department of Computer Science, University of Maroua, Maroua, Cameroon","DAVID Laboratory, Université Paris-Saclay, University of Versailles Saint-Quentin-en-Yvelines, Versailles, France","LRI Laboratory, University of Abou Bekr Belkaid, Tlemcen, Algeria",,,Cameroon,Algeria,United Kingdom,France,,,,2022,September,IEEE,10.1109/ACCESS.2022.3207803,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48680820517421a14d23,Psychological and System-Related Barriers to Adopting Blockchain for Operations Management: An Artificial Neural Network Approach, Blockchain, Technological innovation, Resistance, Psychology, Supply chains, Manufacturing, Smart contracts,Lai-Wan Wong,Garry Wei-Han Tan,Voon-Hsien Lee,Keng-Boon Ooi,Amrik Sohal,,,"Faculty of Business and Economics, Monash University, Clayton, VIC, Australia","Faculty of Business and Management, UCSI University, Kuala Lumpur, Malaysia","Center for Advanced Computing & Telecommunications (CACT), Xiamen University Malaysia, Sepang, Malaysia","Faculty of Business and Finance, Universiti Tunku Abdul Rahman, Kampar, Malaysia",,,,Malaysia,Australia,,,,,,2021,February,IEEE,10.1109/TEM.2021.3053359,1558-0040,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48980820517421a14d24,Reliable Traffic Monitoring Mechanisms Based on Blockchain in Vehicular Networks, Task analysis, Blockchain, Peer-to-peer computing, Monitoring, Smart cities, Roads, Security,Jianxiong Guo,Xingjian Ding,Weili Wu,,,,,"School of Information, Renmin University of China, Beijing, China","Department of Computer Science, Erik Jonsson School of Engineering and Computer Science, University of Texas at Dallas, Richardson, TX, USA",,,,,,USA,China,,,,,,2021,January,IEEE,10.1109/TR.2020.3046556,1558-1721,Q3,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48b90820517421a14d25,A Blockchain-Driven IIoT Traffic Classification Service for Edge Computing, Blockchain, Edge computing, Encoding, Training, Deep learning, Real-time systems, Computational modeling,Heng Qi,Junxiao Wang,Wenxin Li,Yuxin Wang,Tie Qiu,,,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China","School of Computer Science and Technology, College of Intelligence and Computing, Tianjin University, Tianjin, China","School of Computer Science and Technology, Dalian University of Technology, Dalian, China",,,,,China,,,,,,,2020,November,IEEE,10.1109/JIOT.2020.3035431,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48da0820517421a14d26,Blockchain-Enabled Privacy-Preserving Access Control for Data Publishing and Sharing in the Internet of Medical Things, Blockchains, Privacy, Access control, Medical services, Security, Medical diagnostic imaging, Measurement,Guangjun Wu,Shupeng Wang,Zhaolong Ning,Jun Li records,,,,"School of Software, Dalian University of Technology, Dalian, China","Institute Information of Engineering, Chinese Academy of Sciences, Beijing, China",,,,,,China,,,,,,,2021,December,IEEE,10.1109/JIOT.2021.3138104,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b48fc0820517421a14d27,DAAC: Digital Asset Access Control in a Unified Blockchain Based E-Health System, Access control, Blockchain, Medical services, Big Data, Interoperability, Servers, Medical diagnostic imaging,Sujit Biswas,Kashif Sharif,Fan Li,Iqbal Alam,Saraju P. Mohanty,,,"University of North Texas, Denton, TX, USA","School of Computer Science, Beijing Institute of Technology, Beijing, China",,,,,,USA,China,,,,,,2020,November,IEEE,10.1109/TBDATA.2020.3037914,2332-7790,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b491c0820517421a14d28,BC-EdgeFL: A Defensive Transmission Model Based on Blockchain-Assisted Reinforced Federated Learning in IIoT Environment, Blockchains, Industrial Internet of Things, Computational modeling, Data privacy, Servers, Data communication, Cloud computing,Peiying Zhang,Yanrong Hong,Neeraj Kumar,Mamoun Alazab,Mohammad Dahman Alshehri,Chunxiao Jiang,,"Charles Darwin University, Casuarina, NT, Australia","Beijing National Research Center for Information Science and Technology, Beijing, China","College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, China","Department of Computer Science, College of Computers and Information Technology, Taif University, Taif, Saudi Arabia","Department of Computer Science and Engineering, Thapar Institute of Engineering and Technology (Deemed to be University), Patiala, India",,,Saudi Arabia,China,Australia,India,,,,2021,September,IEEE,10.1109/TII.2021.3116037,1941-0050,,ma.ac.fstt.scrapingwithselenium.models.Article
655b494b0820517421a14d29,Permissioned Blockchain-Based Anonymous and Traceable Aggregate Signature Scheme for Industrial Internet of Things, Blockchain, Aggregates, Smart contracts, Cryptography, Privacy, Resists, Cloud computing,Tian Li,Huaqun Wang,Debiao He,Jia Yu,,,,"College of Computer Science and Technology, Qingdao University, Qingdao, China","Jiangsu Key Laboratory of Big Data Security and Intelligent Processing, School of Computer Science, Nanjing University of Posts and Telecommunications, Nanjing, China","School of Cyber Science and Engineering, Wuhan University, Wuhan, China",,,,,China,,,,,,,2020,December,IEEE,10.1109/JIOT.2020.3045451,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4a0b0820517421a14d2a,Security Framework for Internet-of-Things-Based Software-Defined Networks Using Blockchain, Internet of Things, Blockchains, Security, Smart cities, Software defined networking, Privacy, Electronic mail,Shalli Rani,Himanshi Babbar,Gautam Srivastava,Thippa Reddy Gadekallu,Gaurav Dhiman,,,"Chitkara University Institute of Engineering and Technology, Chitkara University, Rajpura, India","School of Information Technology and Engineering, Vellore Institute of Technology, Vellore, India","Department of Electrical and Computer Engineering, Lebanese American University (Byblos Campus), Byblos, Lebanon","Department of Mathematics and Computer Science, Brandon University, Brandon, MB, Canada",,,,Lebanon,Canada,India,,,,,2022,November,IEEE,10.1109/JIOT.2022.3223576,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4a320820517421a14d2b,InFEDge: A Blockchain-Based Incentive Mechanism in Hierarchical Federated Learning for End-Edge-Cloud Communications, Game theory, Computational modeling, Servers, Federated learning, Computer architecture, Cloud computing, Blockchains,Xiaofei Wang,Yunfeng Zhao,Chao Qiu,Zhicheng Liu,Jiangtian Nie,Victor C. M. Leung,,"School of Computer Science and Technology, College of Intelligence and Computing, Tianjin University, Tianjin, China","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China","School of Computer Science and Engineering, Nanyang Technological University, Jurong West, Singapore",,,,,Singapore,China,,,,,,2022,October,IEEE,10.1109/JSAC.2022.3213323,1558-0008,,ma.ac.fstt.scrapingwithselenium.models.Article
655b4a5d0820517421a14d2c,Multi-Candidate Voting Model Based on Blockchain, Privacy, Distributed ledger, Smart contracts, Forgery, Real-time systems, Blockchains, Encryption,Dongliang Xu,Wei Shi,Wensheng Zhai,Zhihong Tian,,,,"School of Mechanical Electrical and Information Engineering, Shandong University, Weihai, Shandong, China","School of Information Technology, Carleton University, Ottawa, Canada","Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China",,,,,Canada,China,,,,,,2021,July,IEEE,10.1109/JAS.2021.1004207,2329-9274,Q4,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4aa00820517421a14d2d,SSHC: A Secure and Scalable Hybrid Consensus Protocol for Sharding Blockchains With a Formal Security Framework, Blockchain, Security, Synchronization, Scalability, Fault tolerant systems, Fault tolerance, Delays,Yizhong Liu,Jianwei Liu,Qianhong Wu,Hui Yu,Yiming Hei,Ziyu Zhou,,"School of Cyber Science and Technology, Beihang University, Beijing, China","School of Electronic and Information Engineering, Beihang University, Beijing, China",,,,,,China,,,,,,,2020,December,IEEE,10.1109/TDSC.2020.3047487,1941-0018,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4ac60820517421a14d2e,A Review on Recent Progress of Smart Contract in Blockchain, Smart contracts, Blockchains, Codes, Virtual machining, Bitcoin, Automation,,Canghai Wu,Jie Xiong,Huanliang Xiong,Yingding Zhao,Wenlong Yi,,,"Software College, Jiangxi Agricultural University, Nanchang, China",,,,,,,China,,,,,,,2022,May,IEEE,10.1109/ACCESS.2022.3174052,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4ae40820517421a14d2f,Data Trust Framework Using Blockchain Technology and Adaptive Transaction Validation, Blockchain, Smart contracts, Peer-to-peer computing, Access control, Distributed databases, Organizations, Law,Sara Rouhani,Ralph Deters,,,,,,"Department of Computer Science, University of Saskatchewan, Saskatoon, SK, Canada",,,,,,,Canada,,,,,,,2021,June,IEEE,10.1109/ACCESS.2021.3091327,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4b040820517421a14d30,A Secure and Efficient Trust Model for Wireless Sensor IoTs Using Blockchain, Blockchains, Routing protocols, Routing, Peer-to-peer computing, Security, Reliability, Wireless sensor networks,Nadeem Javaid,,,,,,,"Department of Computer Science, COMSATS University Islamabad (CUI), Islamabad, Pakistan",,,,,,,Pakistan,,,,,,,2022,January,IEEE,10.1109/ACCESS.2022.3140401,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4b400820517421a14d31,The Blockchain Solution for the Security of Internet of Energy and Electric Vehicle Interface, Security, Blockchain, Power grids, Lattices, Faces, Energy exchange, Cryptography,Rahul Saha,Gulshan Kumar,G. Geetha,Tai-Hoon-Kim,Mamoun Alazab,Reji Thomas,Mritunjay Kumar Rai,"Beijing Jiaotong University, Beijing, China","College of Engineering, IT and Environment, Charles Darwin Univeristy, Casuarina, Northern Territory, Australia","Department of Electronics and Electrical Engineering, Lovely Professional University, Phagwara, Punjab, India","School of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India","Divison of Research and Development, Lovely Professional University, Phagwara, Punjab, India","Federal University of Piauí, Teresina - PI, Brazil",,China,Brazil,Australia,India,,,,2021,July,IEEE,10.1109/TVT.2021.3094907,1939-9359,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4b610820517421a14d32,Permissioned Blockchain and Deep Reinforcement Learning Enabled Security and Energy Efficient Healthcare Internet of Things, COVID-19, Blockchains, Security, Pandemics, Medical services, Internet of Things, Industries,Long Liu,Zhichao Li,,,,,,"School of International and Public Affairs, Shanghai Jiao Tong University, Shanghai, China","School of Political Science and Public Administration, East China University of Political Science and Law, Shanghai, China",,,,,,China,,,,,,,2022,May,IEEE,10.1109/ACCESS.2022.3176444,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4b820820517421a14d33,LightLedger: A Novel Blockchain-Based Domain Certificate Authentication and Validation Scheme, Blockchain, Authentication, Security, Browsers, Smart contracts, Bitcoin, Public key,Abba Garba,Zhong Chen,Zhi Guan,Gautam Srivastava,,,,"Department of Math and Computer Science, Brandon University, Brandon, MB, Canada","Key Laboratory of High Confidence Software Technologies (Peking University), MoE, Beijing, China",,,,,,Canada,China,,,,,,2021,March,IEEE,10.1109/TNSE.2021.3069128,2327-4697,Q2,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4ba50820517421a14d34,A Certificateless Signcryption Mechanism Based on Blockchain for Edge Computing, Edge computing, Blockchains, Security, Public key, Encryption, Servers, Internet of Things,Guangxia Xu,Jingnan Dong,Chuang Ma,Jun Liu,Uchani Gutierrez Omar Cliff,,,"School of Software Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China","School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China",,,,,,China,,,,,,,2022,February,IEEE,10.1109/JIOT.2022.3151359,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4bc40820517421a14d35,Blockchain and Semi-Distributed Learning-Based Secure and Low-Latency Computation Offloading in Space-Air-Ground-Integrated Power IoT, Task analysis, Servers, Security, Delays, Computational modeling, Blockchains, Electromagnetic interference,Haijun Liao,Zhao Wang,Zhenyu Zhou,Yang Wang,Hui Zhang,Shahid Mumtaz,Mohsen Guizani,"Institute of Information and Communication China, Electric Power Research Institute Company Ltd, State Grid Corporation of China, Beijing, China","Instituto de Telecomunicacoes, Campus Universitario de Santiago, University of Aveiro, Aveiro, Portugal","Hebei Key Laboratory of Power Internet of Things Technology, School of Electric and Electronic Engineering, North China Electric Power University, Baoding, Hebei, China","Machine Learning Department, Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), Abu Dhabi, UAE",,,,China,Morocco,Portugal,,,,,2021,December,IEEE,10.1109/JSTSP.2021.3135751,1941-0484,,ma.ac.fstt.scrapingwithselenium.models.Article
655b4be80820517421a14d36,Blockchain-Enabled and Data-Driven Smart Healthcare Solution for Secure and Privacy-Preserving Data Access, Blockchain, Medical services, Cloud computing, Security, Encryption, Sensors, Wearable sensors,Mohamed Younis,Wassila Lalouani,Noureddine Lasla,Lloyd Emokpae,Mohamed Abdallah,,,"University of Maryland Baltimore County, Baltimore, MD, USA","LASARRUS Clinic and Research Center LLC, Baltimore, MD, USA","Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar",,,,,USA,Qatar,,,,,,2021,July,IEEE,10.1109/JSYST.2021.3092519,1937-9234,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4c060820517421a14d37,A Triple Real-Time Trajectory Privacy Protection Mechanism Based on Edge Computing and Blockchain in Mobile Crowdsourcing, Task analysis, Trajectory, Privacy, Blockchains, Edge computing, Real-time systems, Crowdsourcing,Weilong Wang,Yingjie Wang,Peiyong Duan,Tianen Liu,Xiangrong Tong,Zhipeng Cai,,"School of Computer and Control Engineering, Yantai University, Yantai, China","Department of Computer Science, Georgia State University, Atlanta, GA, USA","Department of Computer Science and Engineering, Southeast University, Nanjing, China",,,,,USA,China,,,,,,2022,June,IEEE,10.1109/TMC.2022.3187047,1558-0660,,ma.ac.fstt.scrapingwithselenium.models.Article
655b4c270820517421a14d38,Blockchain-Enabled Intrusion Detection and Prevention System of APTs Within Zero Trust Architecture, Blockchains, Monitoring, Peer-to-peer computing, Distributed ledger, Smart contracts, Intrusion detection, Computer architecture,Lampis Alevizos,Max Hashem Eiza,Vinh Thong Ta,Qi Shi,Janet Read,,,"School of Computer Science and Mathematics, Liverpool John Moores University (LJMU), Liverpool, U.K.","School of Psychology and Computer Science, University of Central Lancashire (UCLan), Preston, U.K.","Department of Computer Science, Edge Hill University, Ormskirk, U.K.",,,,,United Kingdom,,,,,,,2022,August,IEEE,10.1109/ACCESS.2022.3200165,2169-3536,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
655b4c450820517421a14d39,The Use of Blockchain to Support Distributed AI Implementation in IoT Systems, Blockchain, Artificial intelligence, Internet of Things, Cloud computing, Computer architecture, Distributed databases, Data mining,Subhi M. Alrubei,Edward Ball,Jonathan M. Rigelsford,,,,,"Department of Electronic and Electrical Engineering, The University of Sheffield, Sheffield, U.K.",,,,,,,United Kingdom,,,,,,,2021,March,IEEE,10.1109/JIOT.2021.3064176,2327-4662,Q1,ma.ac.fstt.scrapingwithselenium.models.ArticleDetails
